number,name,section,part,account_type
45506,Кредиты_на_срок_от_1_года_до_3_лет,balance_accounts,Кредиты_и_прочие_средства__предоставленные_физическим_лицам,А
45507,Кредиты_на_срок_свыше_3_лет,balance_accounts,Кредиты_и_прочие_средства__предоставленные_физическим_лицам,А
45508,Кредиты_до_востребования,balance_accounts,Кредиты_и_прочие_средства__предоставленные_физическим_лицам,А
45509,"Кредит_предоставленный_при_недостатке_средств_на_депозитном_счете_(""овердрафт"")",balance_accounts,Кредиты_и_прочие_средства__предоставленные_физическим_лицам,А
45515,Резервы_на_возможные_потери,balance_accounts,Кредиты_и_прочие_средства__предоставленные_физическим_лицам,П
45601,на_срок_до_30_дней,balance_accounts,Кредиты__предоставленные_юридическим_лицам-нерезидентам,А
45602,на_срок_от_31_до_90_дней,balance_accounts,Кредиты__предоставленные_юридическим_лицам-нерезидентам,А
45603,на_срок_от_91_до_180_дней,balance_accounts,Кредиты__предоставленные_юридическим_лицам-нерезидентам,А
45604,на_срок_от_181_дня_до_1_года,balance_accounts,Кредиты__предоставленные_юридическим_лицам-нерезидентам,А
45605,на_срок_от_1_года_до_3_лет,balance_accounts,Кредиты__предоставленные_юридическим_лицам-нерезидентам,А
45606,на_срок_свыше_3_лет,balance_accounts,Кредиты__предоставленные_юридическим_лицам-нерезидентам,А
45615,Резервы_на_возможные_потери,balance_accounts,Кредиты__предоставленные_юридическим_лицам-нерезидентам,П
45701,Кредиты_на_срок_до_30_дней,balance_accounts,Кредиты_и_прочие_средства__предоставленные_физическим_лицам-нерезидентам,А
45706,Кредиты_на_срок_свыше_3_лет,balance_accounts,Кредиты_и_прочие_средства__предоставленные_физическим_лицам-нерезидентам,А
45707,Кредиты_до_востребования,balance_accounts,Кредиты_и_прочие_средства__предоставленные_физическим_лицам-нерезидентам,А
45715,Резервы_на_возможные_потери,balance_accounts,Кредиты_и_прочие_средства__предоставленные_физическим_лицам-нерезидентам,П
45806,Коммерческим_организациям_находящимся_в_федеральной_собственности,balance_accounts,Просроченная_задолженность_по_предоставленным_кредитам_и_прочим_размещенным_средствам,А
45811,Негосударственным_финансовым_организациям,balance_accounts,Просроченная_задолженность_по_предоставленным_кредитам_и_прочим_размещенным_средствам,А
45812,Негосударственным_коммерческим_организациям,balance_accounts,Просроченная_задолженность_по_предоставленным_кредитам_и_прочим_размещенным_средствам,А
45814,Индивидуальным_предпринимателям,balance_accounts,Просроченная_задолженность_по_предоставленным_кредитам_и_прочим_размещенным_средствам,А
45815,Физическим_лицам,balance_accounts,Просроченная_задолженность_по_предоставленным_кредитам_и_прочим_размещенным_средствам,А
45816,Юридическим_лицам-нерезидентам,balance_accounts,Просроченная_задолженность_по_предоставленным_кредитам_и_прочим_размещенным_средствам,А
45817,Физическим_лицам-нерезидентам,balance_accounts,Просроченная_задолженность_по_предоставленным_кредитам_и_прочим_размещенным_средствам,А
45818,Резервы_на_возможные_потери,balance_accounts,Просроченная_задолженность_по_предоставленным_кредитам_и_прочим_размещенным_средствам,П
45906,Коммерческим_организациям_находящимся_в_федеральной_собственности,balance_accounts,Просроченные_проценты_по_предоставленным_кредитам_и_прочим_размещенным_средствам,А
45911,Негосударственным_финансовым_организациям,balance_accounts,Просроченные_проценты_по_предоставленным_кредитам_и_прочим_размещенным_средствам,А
45912,Негосударственным_коммерческим_организациям,balance_accounts,Просроченные_проценты_по_предоставленным_кредитам_и_прочим_размещенным_средствам,А
45914,Индивидуальным_предпринимателям,balance_accounts,Просроченные_проценты_по_предоставленным_кредитам_и_прочим_размещенным_средствам,А
45915,Физическим_лицам,balance_accounts,Просроченные_проценты_по_предоставленным_кредитам_и_прочим_размещенным_средствам,А
45916,Юридическим_лицам-нерезидентам,balance_accounts,Просроченные_проценты_по_предоставленным_кредитам_и_прочим_размещенным_средствам,А
45917,Физическим_лицам-нерезидентам,balance_accounts,Просроченные_проценты_по_предоставленным_кредитам_и_прочим_размещенным_средствам,А
45918,Резервы_на_возможные_потери,balance_accounts,Просроченные_проценты_по_предоставленным_кредитам_и_прочим_размещенным_средствам,П
46501,до_востребования,balance_accounts,Средства__предоставленные_коммерческим_организациям__находящимся_в_федеральной_собственности,А
46801,до_востребования,balance_accounts,Средства__предоставленные_коммерческим_организациям__находящимся_в_государственной_(кроме_федеральной)_собственности,А
46901,до_востребования,balance_accounts,Средства__предоставленные_некоммерческим_организациям__находящимся_в_государственной_(кроме_федеральной)_собственности,А
47001,до_востребования,balance_accounts,Средства__предоставленные_негосударственным_финансовым_организациям,А
47002,на_срок_до_30_дней,balance_accounts,Средства__предоставленные_негосударственным_финансовым_организациям,А
47008,Резервы_на_возможные_потери,balance_accounts,Средства__предоставленные_негосударственным_финансовым_организациям,П
47101,до_востребования,balance_accounts,Средства__предоставленные_негосударственным_коммерческим_организациям,А
47102,на_срок_до_30_дней,balance_accounts,Средства__предоставленные_негосударственным_коммерческим_организациям,А
47103,на_срок_от_31_до_90_дней,balance_accounts,Средства__предоставленные_негосударственным_коммерческим_организациям,А
47104,на_срок_от_91_до_180_дней,balance_accounts,Средства__предоставленные_негосударственным_коммерческим_организациям,А
47105,на_срок_от_181_дня_до_1_года,balance_accounts,Средства__предоставленные_негосударственным_коммерческим_организациям,А
47108,Резервы_на_возможные_потери,balance_accounts,Средства__предоставленные_негосударственным_коммерческим_организациям,П
47301,до_востребования,balance_accounts,Средства__предоставленные_юридическим_лицам-нерезидентам,А
47302,на_срок_до_30_дней,balance_accounts,Средства__предоставленные_юридическим_лицам-нерезидентам,А
47303,на_срок_от_31_до_90_дней,balance_accounts,Средства__предоставленные_юридическим_лицам-нерезидентам,А
47308,Резервы_на_возможные_потери,balance_accounts,Средства__предоставленные_юридическим_лицам-нерезидентам,П
47401,Расчеты_с_клиентами_по_факторинговым_форфейтинговым_операциям,balance_accounts,Расчеты_по_отдельным_операциям,П
47404,Расчеты_с_валютными_и_фондовыми_биржами,balance_accounts,Расчеты_по_отдельным_операциям,А
47405,Расчеты_с_клиентами_по_покупке_и_продаже_иностранной_валюты,balance_accounts,Расчеты_по_отдельным_операциям,П
47407,Расчеты_по_конверсионным_операциям_производным_финансовым_инструментам_и_прочим_договорам_(сделкам)_по_которым_расчеты_и_поставка_осуществляются_не_ранее_следующего_дня_после_дня_заключения_договора_(сделки),balance_accounts,Расчеты_по_отдельным_операциям,П
47408,Расчеты_по_конверсионным_операциям_производным_финансовым_инструментам_и_прочим_договорам_(сделкам)_по_которым_расчеты_и_поставка_осуществляются_не_ранее_следующего_дня_после_дня_заключения_договора_(сделки),balance_accounts,Расчеты_по_отдельным_операциям,А
47410,Требования_по_аккредитивам_с_нерезидентами,balance_accounts,Расчеты_по_отдельным_операциям,А
47411,Начисленные_проценты_по_банковским_счетам_и_привлеченным_средствам_физических_лиц,balance_accounts,Расчеты_по_отдельным_операциям,П
47416,Суммы_поступившие_на_корреспондентские_счета_до_выяснения,balance_accounts,Расчеты_по_отдельным_операциям,П
47417,Суммы_списанные_с_корреспондентских_счетов_до_выяснения,balance_accounts,Расчеты_по_отдельным_операциям,А
47422,Обязательства_по_прочим_операциям,balance_accounts,Расчеты_по_отдельным_операциям,П
47423,Требования_по_прочим_операциям,balance_accounts,Расчеты_по_отдельным_операциям,А
47425,Резервы_на_возможные_потери,balance_accounts,Расчеты_по_отдельным_операциям,П
47426,Обязательства_по_уплате_процентов,balance_accounts,Расчеты_по_отдельным_операциям,П
47427,Требования_по_получению_процентов,balance_accounts,Расчеты_по_отдельным_операциям,А
47431,Требования_по_аккредитивам,balance_accounts,Расчеты_по_отдельным_операциям,А
47601,по_депозитам_и_прочим_привлеченным_средствам_юридических_лиц,balance_accounts,Неисполненные_обязательства_по_договорам_на_привлечение_средств_клиентов,П
47801,Права_требования_по_договорам_на_предоставление_(размещение)_денежных_средств_исполнение_обязательств_по_которым_обеспечивается_ипотекой,balance_accounts,Вложения_в_приобретенные_права_требования,А
47802,Права_требования_по_договорам_на_предоставление_(размещение)_денежных_средств,balance_accounts,Вложения_в_приобретенные_права_требования,А
47803,Права_требования_приобретенные_по_договорам_финансирования_под_уступку_денежного_требования,balance_accounts,Вложения_в_приобретенные_права_требования,А
47804,Резервы_на_возможные_потери,balance_accounts,Вложения_в_приобретенные_права_требования,П
50104,Долговые_обязательства_Российской_Федерации,balance_accounts,Долговые_обязательства__оцениваемые_по_справедливой_стоимости_через_прибыль_или_убыток,А
50106,Долговые_обязательства_кредитных_организаций,balance_accounts,Долговые_обязательства__оцениваемые_по_справедливой_стоимости_через_прибыль_или_убыток,А
50107,Прочие_долговые_обязательства,balance_accounts,Долговые_обязательства__оцениваемые_по_справедливой_стоимости_через_прибыль_или_убыток,А
50108,Долговые_обязательства_иностранных_государств,balance_accounts,Долговые_обязательства__оцениваемые_по_справедливой_стоимости_через_прибыль_или_убыток,А
50109,Долговые_обязательства_банков-нерезидентов,balance_accounts,Долговые_обязательства__оцениваемые_по_справедливой_стоимости_через_прибыль_или_убыток,А
50110,Прочие_долговые_обязательства_нерезидентов,balance_accounts,Долговые_обязательства__оцениваемые_по_справедливой_стоимости_через_прибыль_или_убыток,А
50118,Долговые_обязательства_переданные_без_прекращения_признания,balance_accounts,Долговые_обязательства__оцениваемые_по_справедливой_стоимости_через_прибыль_или_убыток,А
50120,Переоценка_ценных_бумаг_-_отрицательные_разницы,balance_accounts,Долговые_обязательства__оцениваемые_по_справедливой_стоимости_через_прибыль_или_убыток,П
50121,Переоценка_ценных_бумаг_-_положительные_разницы,balance_accounts,Долговые_обязательства__оцениваемые_по_справедливой_стоимости_через_прибыль_или_убыток,А
50205,Долговые_обязательства_Российской_Федерации,balance_accounts,Долговые_обязательства__имеющиеся_в_наличии_для_продажи,А
50207,Долговые_обязательства_кредитных_организаций,balance_accounts,Долговые_обязательства__имеющиеся_в_наличии_для_продажи,А
50208,Прочие_долговые_обязательства,balance_accounts,Долговые_обязательства__имеющиеся_в_наличии_для_продажи,А
50209,Долговые_обязательства_иностранных_государств,balance_accounts,Долговые_обязательства__имеющиеся_в_наличии_для_продажи,А
50210,Долговые_обязательства_банков-нерезидентов,balance_accounts,Долговые_обязательства__имеющиеся_в_наличии_для_продажи,А
50211,Прочие_долговые_обязательства_нерезидентов,balance_accounts,Долговые_обязательства__имеющиеся_в_наличии_для_продажи,А
50218,Долговые_обязательства_переданные_без_прекращения_признания,balance_accounts,Долговые_обязательства__имеющиеся_в_наличии_для_продажи,А
50220,Переоценка_ценных_бумаг_-_отрицательные_разницы,balance_accounts,Долговые_обязательства__имеющиеся_в_наличии_для_продажи,П
50221,Переоценка_ценных_бумаг_-_положительные_разницы,balance_accounts,Долговые_обязательства__имеющиеся_в_наличии_для_продажи,А
50308,Прочие_долговые_обязательства,balance_accounts,Долговые_обязательства__удерживаемые_до_погашения,А
50311,Прочие_долговые_обязательства_нерезидентов,balance_accounts,Долговые_обязательства__удерживаемые_до_погашения,А
50318,Долговые_обязательства_переданные_без_прекращения_признания,balance_accounts,Долговые_обязательства__удерживаемые_до_погашения,А
50408,Процентные_доходы_по_учтенным_векселям,balance_accounts,Процентные_доходы_по_долговым_обязательствам__начисленные_до_реализации_или_погашения,П
50505,Долговые_обязательства_не_погашенные_в_срок,balance_accounts,Процентные_доходы_по_долговым_обязательствам__начисленные_до_реализации_или_погашения,А
50507,Резервы_на_возможные_потери,balance_accounts,Процентные_доходы_по_долговым_обязательствам__начисленные_до_реализации_или_погашения,П
50605,Кредитных_организаций,balance_accounts,Долевые_ценные_бумаги__оцениваемые_по_справедливой_стоимости_через_прибыль_или_убыток,А
50606,Прочих_резидентов,balance_accounts,Долевые_ценные_бумаги__оцениваемые_по_справедливой_стоимости_через_прибыль_или_убыток,А
50618,Долевые_ценные_бумаги_переданные_без_прекращения_признания,balance_accounts,Долевые_ценные_бумаги__оцениваемые_по_справедливой_стоимости_через_прибыль_или_убыток,А
50620,Переоценка_ценных_бумаг_-_отрицательные_разницы,balance_accounts,Долевые_ценные_бумаги__оцениваемые_по_справедливой_стоимости_через_прибыль_или_убыток,П
50621,Переоценка_ценных_бумаг_-_положительные_разницы,balance_accounts,Долевые_ценные_бумаги__оцениваемые_по_справедливой_стоимости_через_прибыль_или_убыток,А
50706,Прочих_резидентов,balance_accounts,Долевые_ценные_бумаги__имеющиеся_в_наличии_для_продажи,А
50709,Долевые_ценные_бумаги_оцениваемые_по_себестоимости,balance_accounts,Долевые_ценные_бумаги__имеющиеся_в_наличии_для_продажи,А
50719,Резервы_на_возможные_потери,balance_accounts,Долевые_ценные_бумаги__имеющиеся_в_наличии_для_продажи,П
50720,Переоценка_ценных_бумаг_-_отрицательные_разницы,balance_accounts,Долевые_ценные_бумаги__имеющиеся_в_наличии_для_продажи,П
50905,Предварительные_затраты_для_приобретения_ценных_бумаг,balance_accounts,Прочие_счета_по_операциям_с_приобретенными_ценными_бумагами,А
51502,со_сроком_погашения_до_30_дней,balance_accounts,Прочие_векселя,А
51503,со_сроком_погашения_от_31_до_90_дней,balance_accounts,Прочие_векселя,А
51505,со_сроком_погашения_от_181_дня_до_1_года,balance_accounts,Прочие_векселя,А
51506,со_сроком_погашения_свыше_1_года_до_3_лет,balance_accounts,Прочие_векселя,А
51507,со_сроком_погашения_свыше_3_лет,balance_accounts,Прочие_векселя,А
51509,не_оплаченные_в_срок_и_неопротестованные,balance_accounts,Прочие_векселя,А
51510,Резервы_на_возможные_потери,balance_accounts,Прочие_векселя,П
52005,со_сроком_погашения_свыше_1_года_до_3_лет,balance_accounts,Выпущенные_облигации,П
52006,со_сроком_погашения_свыше_3_лет,balance_accounts,Выпущенные_облигации,П
52301,до_востребования,balance_accounts,Выпущенные_векселя_и_банковские_акцепты,П
52302,со_сроком_погашения_до_30_дней,balance_accounts,Выпущенные_векселя_и_банковские_акцепты,П
52303,со_сроком_погашения_от_31_до_90_дней,balance_accounts,Выпущенные_векселя_и_банковские_акцепты,П
52304,со_сроком_погашения_от_91_до_180_дней,balance_accounts,Выпущенные_векселя_и_банковские_акцепты,П
52305,со_сроком_погашения_от_181_дня_до_1_года,balance_accounts,Выпущенные_векселя_и_банковские_акцепты,П
52306,со_сроком_погашения_свыше_1_года_до_3_лет,balance_accounts,Выпущенные_векселя_и_банковские_акцепты,П
52307,со_сроком_погашения_свыше_3_лет,balance_accounts,Выпущенные_векселя_и_банковские_акцепты,П
52406,Векселя_к_исполнению,balance_accounts,Обязательства_по_выпущенным_ценным_бумагам_к_исполнению,П
52407,Обязательства_по_выплате_процентов_и_купонов_по_окончании_процентного_(купонного)_периода_по_обращающимся_облигациям,balance_accounts,Обязательства_по_выпущенным_ценным_бумагам_к_исполнению,П
52501,Обязательства_по_процентам_и_купонам_по_выпущенным_ценным_бумагам,balance_accounts,Прочии_счета_по_операциям_с_выпущенными_ценными_бумагами,П
52503,Дисконт_по_выпущенным_ценным_бумагам,balance_accounts,Прочии_счета_по_операциям_с_выпущенными_ценными_бумагами,А
52601,Производные_финансовые_инструменты_от_которых_ожидается_получение_экономических_выгод,balance_accounts,Производные_финансовые_инструменты,А
52602,Производные_финансовые_инструменты_от_которых_ожидается_уменьшение_экономических_выгод,balance_accounts,Производные_финансовые_инструменты,П
60101,Акции_дочерних_и_зависимых_кредитных_организаций,balance_accounts,Участие_в_дочерних_и_зависимых_акционерных_обществах__паевых_инвестиционных_фондах,А
60102,Акции_дочерних_и_зависимых_организаций,balance_accounts,Участие_в_дочерних_и_зависимых_акционерных_обществах__паевых_инвестиционных_фондах,А
60103,Акции_дочерних_и_зависимых_банков-нерезидентов,balance_accounts,Участие_в_дочерних_и_зависимых_акционерных_обществах__паевых_инвестиционных_фондах,А
60104,Акции_дочерних_и_зависимых_организаций-нерезидентов,balance_accounts,Участие_в_дочерних_и_зависимых_акционерных_обществах__паевых_инвестиционных_фондах,А
60105,Резервы_на_возможные_потери,balance_accounts,Участие_в_дочерних_и_зависимых_акционерных_обществах__паевых_инвестиционных_фондах,П
60106,Паи_паевых_инвестиционных_фондов,balance_accounts,Участие_в_дочерних_и_зависимых_акционерных_обществах__паевых_инвестиционных_фондах,А
60202,Средства_внесенные_в_уставные_капиталы_организаций,balance_accounts,Прочее_участие,А
60204,Средства_внесенные_в_уставные_капиталы_организаций-нерезидентов,balance_accounts,Прочее_участие,А
60206,Резервы_на_возможные_потери,balance_accounts,Прочее_участие,П
60301,Расчеты_по_налогам_и_сборам,balance_accounts,Расчеты_с_дебиторами_и_кредиторами,П
60302,Расчеты_по_налогам_и_сборам,balance_accounts,Расчеты_с_дебиторами_и_кредиторами,А
60305,Обязательства_по_выплате_краткосрочных_вознаграждений_работникам,balance_accounts,Расчеты_с_дебиторами_и_кредиторами,П
60306,Требования_по_выплате_краткосрочных_вознаграждений_работникам,balance_accounts,Расчеты_с_дебиторами_и_кредиторами,А
60307,Расчеты_с_работниками_по_подотчетным_суммам,balance_accounts,Расчеты_с_дебиторами_и_кредиторами,П
60308,Расчеты_с_работниками_по_подотчетным_суммам,balance_accounts,Расчеты_с_дебиторами_и_кредиторами,А
60309,Налог_на_добавленную_стоимость_полученный,balance_accounts,Расчеты_с_дебиторами_и_кредиторами,П
60310,Налог_на_добавленную_стоимость_уплаченный,balance_accounts,Расчеты_с_дебиторами_и_кредиторами,А
60311,Расчеты_с_поставщиками_подрядчиками_и_покупателями,balance_accounts,Расчеты_с_дебиторами_и_кредиторами,П
60312,Расчеты_с_поставщиками_подрядчиками_и_покупателями,balance_accounts,Расчеты_с_дебиторами_и_кредиторами,А
60313,Расчеты_с_организациями-нерезидентами_по_хозяйственным_операциям,balance_accounts,Расчеты_с_дебиторами_и_кредиторами,П
60314,Расчеты_с_организациями-нерезидентами_по_хозяйственным_операциям,balance_accounts,Расчеты_с_дебиторами_и_кредиторами,А
60322,Расчеты_с_прочими_кредиторами,balance_accounts,Расчеты_с_дебиторами_и_кредиторами,П
60323,Расчеты_с_прочими_дебиторами,balance_accounts,Расчеты_с_дебиторами_и_кредиторами,А
60324,Резервы_на_возможные_потери,balance_accounts,Расчеты_с_дебиторами_и_кредиторами,П
60401,Основные_средства_(кроме_земли),balance_accounts,Основные_средства,А
60404,Земля,balance_accounts,Основные_средства,А
60411,Недвижимость_(кроме_земли)_временно_неиспользуемая_в_основной_деятельности_учитываемая_по_справедливой_стоимости_переданная_в_аренду,balance_accounts,Основные_средства,А
60412,Земля_временно_неиспользуемая_в_основной_деятельности_учитываемая_по_справедливой_стоимости,balance_accounts,Основные_средства,А
60601,Амортизация_основных_средств,balance_accounts,Основные_средства,П
60701,Вложения_в_сооружение_(строительство)_создание_(изготовление)_и_приобретение_основных_средств_и_нематериальных_активов,balance_accounts,Основные_средства,А
60702,Оборудование_к_установке,balance_accounts,Основные_средства,А
60706,Резервы_на_возможные_потери,balance_accounts,Основные_средства,П
60901,Нематериальные_активы,balance_accounts,Основные_средства,А
60903,Амортизация_нематериальных_активов,balance_accounts,Основные_средства,П
61002,Запасные_части,balance_accounts,Запасы,А
61008,Материалы,balance_accounts,Запасы,А
61009,Инвентарь_и_принадлежности,balance_accounts,Запасы,А
61010,Издания,balance_accounts,Запасы,А
61011,Внеоборотные_запасы,balance_accounts,Запасы,А
61012,Резервы_на_возможные_потери,balance_accounts,Запасы,П
61209,Выбытие_(реализация)_имущества,balance_accounts,Выбытие_и_реализация,А
61210,Выбытие_(реализация)_ценных_бумаг,balance_accounts,Выбытие_и_реализация,А
61212,Выбытие_(реализация)_и_погашение_приобретенных_прав_требования,balance_accounts,Выбытие_и_реализация,А
61213,Выбытие_(реализация)_драгоценных_металлов,balance_accounts,Выбытие_и_реализация,А
61214,Реализация_(уступка)_прав_требования_по_заключенным_кредитной_организацией_договорам_на_предоставление_(размещение)_денежных_средств,balance_accounts,Выбытие_и_реализация,А
61301,Доходы_будущих_периодов_по_кредитным_операциям,balance_accounts,Доходы_будущих_периодов,П
61304,Доходы_будущих_периодов_по_другим_операциям,balance_accounts,Доходы_будущих_периодов,П
61403,Расходы_будущих_периодов_по_другим_операциям,balance_accounts,Расходы_будущих_периодов,А
61601,Вспомогательный_счет_для_отражения_выбытия_производных_финансовых_инструментов_и_расчетов_по_промежуточным_платежам,balance_accounts,Вспомогательные_счета,А
61701,Отложенное_налоговое_обязательство,balance_accounts,Отложенные_налоговые_обязательства_и_отложенные_налоговые_активы,П
61702,Отложенный_налоговый_актив_по_вычитаемым_временным_разницам,balance_accounts,Отложенные_налоговые_обязательства_и_отложенные_налоговые_активы,А
70601,Доходы,balance_accounts,Финансовый_результат_текущего_года,П
70602,Доходы_от_переоценки_ценных_бумаг,balance_accounts,Финансовый_результат_текущего_года,П
70603,Положительная_переоценка_средств_в_иностранной_валюте,balance_accounts,Финансовый_результат_текущего_года,П
70604,Положительная_переоценка_драгоценных_металлов,balance_accounts,Финансовый_результат_текущего_года,П
70605,Доходы_от_применения_встроенных_производных_инструментов_не_отделяемых_от_основного_договора,balance_accounts,Финансовый_результат_текущего_года,П
70606,Расходы,balance_accounts,Финансовый_результат_текущего_года,А
70607,Расходы_от_переоценки_ценных_бумаг,balance_accounts,Финансовый_результат_текущего_года,А
70608,Отрицательная_переоценка_средств_в_иностранной_валюте,balance_accounts,Финансовый_результат_текущего_года,А
70609,Отрицательная_переоценка_драгоценных_металлов,balance_accounts,Финансовый_результат_текущего_года,А
70610,Расходы_от_применения_встроенных_производных_инструментов_не_отделяемых_от_основного_договора,balance_accounts,Финансовый_результат_текущего_года,А
70611,Налог_на_прибыль,balance_accounts,Финансовый_результат_текущего_года,А
70613,Доходы_от_производных_финансовых_инструментов,balance_accounts,Финансовый_результат_текущего_года,П
70614,Расходы_по_производным_финансовым_инструментам,balance_accounts,Финансовый_результат_текущего_года,А
70615,Уменьшение_налога_на_прибыль_на_отложенный_налог_на_прибыль,balance_accounts,Финансовый_результат_текущего_года,П
70616,Увеличение_налога_на_прибыль_на_отложенный_налог_на_прибыль,balance_accounts,Финансовый_результат_текущего_года,А
90701,Бланки_собственных_ценных_бумаг_для_распространения,off_balance_accounts,Неразмещенные_ценные_бумаги,А
90702,Бланки_собственных_ценных_бумаг_для_уничтожения,off_balance_accounts,Неразмещенные_ценные_бумаги,А
90703,Выкупленные_до_срока_погашения_собственные_ценные_бумаги_для_перепродажи,off_balance_accounts,Неразмещенные_ценные_бумаги,А
90704,Собственные_ценные_бумаги_предъявленные_для_погашения,off_balance_accounts,Неразмещенные_ценные_бумаги,А
90705,Бланки_сертификаты_ценные_бумаги_отосланные_и_выданные_под_отчет,off_balance_accounts,Неразмещенные_ценные_бумаги,А
90803,Ценные_бумаги_на_хранении_по_договорам_хранения,off_balance_accounts,Ценные_бумаги_прочих_эмитентов,А
90901,Распоряжения_ожидающие_акцепта_для_оплаты_ожидающие_разрешения_на_проведение_операций,off_balance_accounts,Расчетные_операции,А
90902,Распоряжения_не_исполненные_в_срок,off_balance_accounts,Расчетные_операции,А
90904,Не_исполненные_в_срок_распоряжения_из-за_недостаточности_денежных_средств_на_корреспондентском_счете_кредитной_организации,off_balance_accounts,Расчетные_операции,А
90907,Выставленные_аккредитивы,off_balance_accounts,Расчетные_операции,А
90908,Выставленные_аккредитивы_для_расчетов_с_нерезидентами,off_balance_accounts,Расчетные_операции,А
91004,Недовнесенная_сумма_в_обязательные_резервы_по_счетам_в_иностранной_валюте,off_balance_accounts,Расчеты_по_обязательным_резервам,П
91101,Иностранная_валюта_чеки_(в_том_числе_дорожные_чеки)_номинальная_стоимость_которых_указана_в_иностранной_валюте_принятые_для_отсылки_на_инкассо,off_balance_accounts,Операции_с_валютными_ценностями,А
91102,Иностранная_валюта_чеки_(в_том_числе_дорожные_чеки)_номинальная_стоимость_которых_указана_в_иностранной_валюте_отосланные_на_инкассо,off_balance_accounts,Операции_с_валютными_ценностями,А
91104,Иностранная_валюта_принятая_на_экспертизу,off_balance_accounts,Операции_с_валютными_ценностями,А
91202,Разные_ценности_и_документы,off_balance_accounts,Операции_с_валютными_ценностями,А
91203,Разные_ценности_и_документы_отосланные_и_выданные_под_отчет_на_комиссию,off_balance_accounts,Операции_с_валютными_ценностями,А
91207,Бланки,off_balance_accounts,Операции_с_валютными_ценностями,А
91219,Документы_и_ценности_принятые_и_присланные_на_инкассо,off_balance_accounts,Операции_с_валютными_ценностями,А
91311,Ценные_бумаги_принятые_в_обеспечение_по_размещенным_средствам,off_balance_accounts,Обеспечение__полученное_по_размещенным_средствам__и_условные_обязательства,П
91312,Имущество_принятое_в_обеспечение_по_размещенным_средствам_кроме_ценных_бумаг_и_драгоценных_металлов,off_balance_accounts,Обеспечение__полученное_по_размещенным_средствам__и_условные_обязательства,П
91314,Ценные_бумаги_полученные_по_операциям_совершаемым_на_возвратной_основе,off_balance_accounts,Обеспечение__полученное_по_размещенным_средствам__и_условные_обязательства,П
91315,Выданные_гарантии_и_поручительства,off_balance_accounts,Обеспечение__полученное_по_размещенным_средствам__и_условные_обязательства,П
91316,Неиспользованные_кредитные_линии_по_предоставлению_кредитов,off_balance_accounts,Обеспечение__полученное_по_размещенным_средствам__и_условные_обязательства,П
91317,"Неиспользованные_лимиты_по_предоставлению_средств_в_виде_""овердрафт""_и_под_""лимит_задолженности""",off_balance_accounts,Обеспечение__полученное_по_размещенным_средствам__и_условные_обязательства,П
91319,Неиспользованные_лимиты_по_выдаче_гарантий,off_balance_accounts,Обеспечение__полученное_по_размещенным_средствам__и_условные_обязательства,П
91412,Имущество_переданное_в_обеспечение_по_привлеченным_средствам_кроме_ценных_бумаг_и_драгоценных_металлов,off_balance_accounts,Активы__переданные_в_обеспечение_по_привлеченным_средствам__и_условные_требования_кредитного_характера,А
91414,Полученные_гарантии_и_поручительства,off_balance_accounts,Активы__переданные_в_обеспечение_по_привлеченным_средствам__и_условные_требования_кредитного_характера,А
91416,Неиспользованные_кредитные_линии_по_получению_кредитов,off_balance_accounts,Активы__переданные_в_обеспечение_по_привлеченным_средствам__и_условные_требования_кредитного_характера,А
91417,"Неиспользованные_лимиты_по_получению_межбанковских_средств_в_виде_""овердрафт""_и_под_""лимит_задолженности""",off_balance_accounts,Активы__переданные_в_обеспечение_по_привлеченным_средствам__и_условные_требования_кредитного_характера,А
91418,Номинальная_стоимость_приобретенных_прав_требования,off_balance_accounts,Активы__переданные_в_обеспечение_по_привлеченным_средствам__и_условные_требования_кредитного_характера,А
91419,Ценные_бумаги_переданные_по_операциям_совершаемым_на_возвратной_основе,off_balance_accounts,Активы__переданные_в_обеспечение_по_привлеченным_средствам__и_условные_требования_кредитного_характера,А
91501,Основные_средства_переданные_в_аренду,off_balance_accounts,Арендные_и_лизинговые_операции,А
91502,Другое_имущество_переданное_в_аренду,off_balance_accounts,Арендные_и_лизинговые_операции,А
91507,Основные_средства_полученные_по_договорам_аренды,off_balance_accounts,Арендные_и_лизинговые_операции,П
91508,Другое_имущество_полученное_по_договорам_аренды,off_balance_accounts,Арендные_и_лизинговые_операции,П
91603,Неполученные_процентные_доходы_по_межбанковским_кредитам_депозитам_и_прочим_размещенным_средствам,off_balance_accounts,Неполученные_процентные_доходы_по_кредитам__депозитам__прочим_размещенным_средствам__долговым_обязательствам_(кроме_векселей)_и_векселям__не_списанным_с_баланса,А
91604,Неполученные_процентные_доходы_по_кредитам_и_прочим_размещенным_средствам_(кроме_межбанковских)_предоставленным_клиентам,off_balance_accounts,Неполученные_процентные_доходы_по_кредитам__депозитам__прочим_размещенным_средствам__долговым_обязательствам_(кроме_векселей)_и_векселям__не_списанным_с_баланса,А
91704,Неполученные_процентные_доходы_по_кредитам_и_прочим_размещенным_средствам_(кроме_межбанковских)_предоставленным_клиентам_списанным_с_баланса_кредитной_организации,off_balance_accounts,Неполученные_процентные_доходы_по_кредитам__депозитам__прочим_размещенным_средствам__долговым_обязательствам_(кроме_векселей)_и_векселям__списанным_с_баланса_из-за_невозможности,А
